Issue Key,Issue summary,Work date,Hours,Username,Period,Account Key,Account Name,Account Lead,Account Category,Account Customer,Activity Name,Component,All Components,Version Name,Issue Type,Issue Status,Project Key,Epic,Epic Link,Work Description,Parent Key,Reporter,External Hours,Billed Hours,Issue Original Estimate,Issue Remaining Estimate,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-24,2,ignacio,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,Fixes,,stefan,0,2,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-24,2,juanb,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,"Debugging, testing, discussions with server-team (Roberto) and Nacho",,stefan,0,2,,0,,,
JUSTIT-1981,Troubleshooting of enexs WORX_MIKA searches without results on integration,2019-10-24,5,oscar,,,,,,,JUSTIT,,,,Task,Closed,JUSTIT,,,"Investigating issue, analyzing logs, trying to reproduce it, discussion",,oscar,0,5,,0,,,
JUSTIT-1980,Smoke test mika test2,2019-10-24,1.5,isabel,,,,,,,JUSTIT,,,,Task,Closed,JUSTIT,,,,,isabel,0,1.5,,0,,,
JUSTIT-1969,Deactivate Logging for Home-Searches (searchBySavedSearches),2019-10-24,5,isabel,,,,,,,module-search,module-search,module-search,,New Feature,Closed,JUSTIT,,,,,marcel,0,5,,0,,,
JUSTIT-1970,OX5PdfViewer support 64-bit,2019-10-24,4,sebastian,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,tried to fix,,simon,0,4,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-23,4,juanb,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,"Dev, discussions with server-team (Roberto) and Nacho, debug, test....resolving problems generating the proxy (backoffice)",,stefan,0,4,,0,,,
JUSTIT-1980,Smoke test mika test2,2019-10-23,8,isabel,,,,,,,JUSTIT,,,,Task,Closed,JUSTIT,,,test and soap project adaptation,,isabel,0,8,,0,,,
JUSTIT-1891,"Introduce the ""Digital File Importer""",2019-10-23,6,gregorio,,,,,,,1.0.2.0,interface-mfp,interface-mfp,1.0.2.0,Improvement,Ready for Test,JUSTIT,,,Split PS files,,stefan,0,6,,0,,,
JUSTIT-1932,Server changes for search grouping,2019-10-23,2,roberto,,,,,,,module-search,module-search,module-search,,Sub-task,Closed,JUSTIT,,,Server changes for search grouping,JUSTIT-1914,sebastian,0,2,,0,,,
JUSTIT-1974,Schriftgut properties should always be able to be mutated,2019-10-23,3,roberto,,,,,,,module-backoffice,module-backoffice,module-backoffice,,Improvement,Closed,JUSTIT,,,do not mutate nulls when isAllow is set,,juanb,0,3,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-23,1,sergio,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,Research on proxy generator error,,stefan,0,1,,0,,,
JUSTIT-1914,Introduce the Grouping feature in the Search Module,2019-10-23,0.5,emmanuel,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,working on the task.,,stefan,0,0.5,,0,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-22,4,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,stefan,0,4,,4,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-21,7,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,stefan,0,7,,4,,,
JUSTIT-1978,"Changes on mask ""Bezugsperson""",2019-10-23,1,sergio,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,"Analysis, dev, test and commit",,tom,0,1,,0,,,
JUSTIT-1970,OX5PdfViewer support 64-bit,2019-10-22,4,sebastian,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,impl,,simon,0,4,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-22,8,juanb,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,"Analysis, implementing, discussions with server-team",,stefan,0,8,,0,,,
JUSTIT-1891,"Introduce the ""Digital File Importer""",2019-10-22,6.5,gregorio,,,,,,,1.0.2.0,interface-mfp,interface-mfp,1.0.2.0,Improvement,Ready for Test,JUSTIT,,,"Read documentation.
Meeting.
Split ps documents",,stefan,0,6.5,,0,,,
JUSTIT-1967,Create a ox generic Release Branch for performance and integrate Logging changes,2019-10-22,2,gregorio,,,,,,,module-ox-generic,module-ox-generic,module-ox-generic,,New Feature,Closed,JUSTIT,,,JUSTIT-1967,,marcel,0,2,,0,,,
JUSTIT-1974,Schriftgut properties should always be able to be mutated,2019-10-22,3,roberto,,,,,,,module-backoffice,module-backoffice,module-backoffice,,Improvement,Closed,JUSTIT,,,Analysis and discuss with client developers. Implementation,,juanb,0,3,,0,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-22,8,sergio,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,"Test and commit.
VDB tasks managment with my colleges",,stefan,0,8,,4,,,
JUSTIT-1970,OX5PdfViewer support 64-bit,2019-10-21,3,sebastian,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,"tried to find a solution, nothing found yet...",,simon,0,3,,0,,,
JUSTIT-1948,Fehlermeldung bei Speicherkonflikt,2019-10-22,1,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,michael,0,1,,0,,,
JUSTIT-1973,Create a new type of exception,2019-10-22,1,ramon,,,,,,,JUSTIT,,,,Sub-task,Closed,JUSTIT,,,Test,JUSTIT-1948,ramon,0,1,,0,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-21,8,sergio,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev and test,,stefan,0,8,,4,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-21,4.5,juanb,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,Dev and skype calls with server-team (Roberto),,stefan,0,4.5,,0,,,
JUSTIT-1967,Create a ox generic Release Branch for performance and integrate Logging changes,2019-10-21,6.5,gregorio,,,,,,,module-ox-generic,module-ox-generic,module-ox-generic,,New Feature,Closed,JUSTIT,,,JUSTIT-1967,,marcel,0,6.5,,0,,,
JUSTIT-1973,Create a new type of exception,2019-10-21,2,gregorio,,,,,,,JUSTIT,,,,Sub-task,Closed,JUSTIT,,,JUSTIT-1973,JUSTIT-1948,ramon,0,2,,0,,,
JUSTIT-1976,Change the endpoint to oxGeneric for the Integration Environment,2019-10-21,1.5,roberto,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,Change the endpoint to oxGeneric for the Integration Environment,,roberto,0,1.5,,0,,,
JUSTIT-1974,Schriftgut properties should always be able to be mutated,2019-10-21,4,roberto,,,,,,,module-backoffice,module-backoffice,module-backoffice,,Improvement,Closed,JUSTIT,,,"Investigate. Changing updateOpentextDoc. Deploying, testing",,juanb,0,4,,0,,,
JUSTIT-1900,Enhance the search Partnerverwaltung,2019-10-21,1.5,josem,,,,,,,client-app,client-app,client-app;module-search,,Improvement,Closed,JUSTIT,,,Bugfixing,,stefan,0,1.5,,0,,,
JUSTIT-1936,Re-design the shortcuts and commands implementation.,2019-10-11,1.5,emmanuel,,,,,,,client-scan,client-scan,client-scan,,Improvement,Closed,JUSTIT,,,dev,,emmanuel,0,1.5,,0,,,
JUSTIT-1975,"ScanClient: Management, Analysis, Discussions",2019-10-8,1.5,emmanuel,,,,,,,1.0.4.0 - Scanclient,client-scan,client-scan,1.0.4.0 - Scanclient,Task,Resolved,JUSTIT,,,making a version for testing. testing.,,emmanuel,0,1.5,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-18,7.25,juanb,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,"Debugging, analyzing possible alternatives, investigating 'BackOffice', discussiones with server-team ",,stefan,0,7.25,,0,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-17,2.5,sergio,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,"Analysis, test + gestion",,stefan,0,2.5,,4,,,
JUSTIT-1933,Client changes for search grouping,2019-10-18,4,emmanuel,,,,,,,client-app,client-app,client-app;module-search,,Sub-task,Closed,JUSTIT,,,working on the task. testing.,JUSTIT-1914,sebastian,0,4,,0,,,
JUSTIT-1973,Create a new type of exception,2019-10-18,2,gregorio,,,,,,,JUSTIT,,,,Sub-task,Closed,JUSTIT,,,JUSTIT-1973,JUSTIT-1948,ramon,0,2,,0,,,
JUSTIT-1900,Enhance the search Partnerverwaltung,2019-10-18,2,gregorio,,,,,,,client-app,client-app,client-app;module-search,,Improvement,Closed,JUSTIT,,,JUSTIT-1900,,stefan,0,2,,0,,,
JUSTIT-1891,"Introduce the ""Digital File Importer""",2019-10-18,4,gregorio,,,,,,,1.0.2.0,interface-mfp,interface-mfp,1.0.2.0,Improvement,Ready for Test,JUSTIT,,,JUSTIT-1891,,stefan,0,4,,0,,,
JUSTIT-1963,"Improve Activity ""Abschliessen""-command",2019-10-18,3,ramon,,,,,,,Unclear,,,Unclear,Improvement,Waiting,JUSTIT,,,Dev,,simon,0,3,,0,,,
JUSTIT-1956,"New column in grid ""Beziehungen""",2019-10-18,4,marcial,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,"Development, testing and deployment on dev.",,neva,0,4,,0,,,
JUSTIT-1932,Server changes for search grouping,2019-10-18,4,roberto,,,,,,,module-search,module-search,module-search,,Sub-task,Closed,JUSTIT,,,Reorganize facades and translations,JUSTIT-1914,sebastian,0,4,,0,,,
JUSTIT-1972,Change VIEW_LOD_BO_OPENTEXTDOC so LOD_DOC_ZEIT show hour/minutes,2019-10-18,2,roberto,,,,,,,JUSTIT,,,,Sub-task,Closed,JUSTIT,,,Change VIEW_LOD_BO_OPENTEXTDOC so LOD_DOC_ZEIT show hour/minutes.,JUSTIT-1913,roberto,0,2,,0,,,
JUSTIT-1956,"New column in grid ""Beziehungen""",2019-10-18,4,manuel,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,"Mapping, query and testing",,neva,0,4,,0,,,
JUSTIT-1956,"New column in grid ""Beziehungen""",2019-10-17,3,marcial,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,Supporting Manuel and design solution,,neva,0,3,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-18,1,sergio,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,"Analysis, calls",,stefan,0,1,,0,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-18,4,sergio,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,"Analysis, calls, research
",,stefan,0,4,,4,,,
JUSTIT-1939,Customize Client with new search parameters,2019-10-18,3,sergio,,,,,,,client-app,client-app,client-app,,Sub-task,Closed,JUSTIT,,,"Analysis, calls",JUSTIT-1900,andreas,0,3,,0.5,,,
JUSTIT-1914,Introduce the Grouping feature in the Search Module,2019-10-18,0.5,raul,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,Analysing ,,stefan,0,0.5,,0,,,
JUSTIT-1914,Introduce the Grouping feature in the Search Module,2019-10-16,1.5,emmanuel,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,analyzing.,,stefan,0,1.5,,0,,,
JUSTIT-1905,Changed attributes are gone on open a Fremdschriftgut,2019-10-18,3,ramon,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,Dev,,stefan,0,3,,0,,,
JUSTIT-1948,Fehlermeldung bei Speicherkonflikt,2019-10-18,2,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Analysis,,michael,0,2,,0,,,
JUSTIT-1913,Eigenschriftgut: Dokument-Zeit wird nicht übernommen,2019-10-18,3.5,emmanuel,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,working on the task and testing. ,,stefan,0,3.5,,0.5,,,
JUSTIT-1913,Eigenschriftgut: Dokument-Zeit wird nicht übernommen,2019-10-17,8,emmanuel,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,working on the task.,,stefan,0,8,,0.5,,,
JUSTIT-1911,Preview (thumbnail) is not displayed in template selection,2019-10-18,1,isabel,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,,,stefan,0,1,,4,,,
JUSTIT-1959,Workflow menu is smaller at second level when scaling is activated,2019-10-16,2,ramon,,,,,,,client-app,client-app,client-app,,New Feature,Closed,JUSTIT,,,Dev,,tom,0,2,,0,,,
JUSTIT-1905,Changed attributes are gone on open a Fremdschriftgut,2019-10-17,5,ramon,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,Dev,,stefan,0,5,,0,,,
JUSTIT-1899,The Schriftgut properties should always be able to be mutated,2019-10-17,3,juanb,,,,,,,Schriftgut,Schriftgut,Schriftgut,,Improvement,Closed,JUSTIT,,,"Investigating task, debug",,stefan,0,3,,0,,,
JUSTIT-1923,View all documents together on a Aufgabe on the Module Home,2019-10-17,5,juanb,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,"Dev, test, commit (46790), skype calls",,stefan,0,5,,0,,,
JUSTIT-1932,Server changes for search grouping,2019-10-17,4,roberto,,,,,,,module-search,module-search,module-search,,Sub-task,Closed,JUSTIT,,,"- make a copy of the actual topics and topicTranslations. 	DONE
- do the mapping
	topic - facade											DONE
Group 1: Suche - 						
    Schnellsuche			TopicQuickPersonen				done(topic)  done(translation) 
    Dossier/Geschäft		topicDossierGeschaft			done(topic)	 done(translation) 	
    Person					topicPersonen					done(topic)	 done(translation)	
    Dokumente				topicDokumente					done(topic)  done(translation)
    Sachen					topicSachen						done(topic)	 done(translation)
    Workflow				topicWorkflow					done(topic)	 done(translation)
Group 2: Triage
    Validierung				topicWorxActivityValidationAdmin 	done(topic)	done(translation)
    Triage					topicWorxActivityTriage				done(topic) done(translation)
Group 3: Auswertung
    Aktivitäten				topicWorxActivityM1M2				done(topic)	done(translation) 
Group 4: Admin
    Dossier					topicDossier						done(topic)	done(translation) 
    Personen und Adressen	topicPersonenAdressen				done(topic)	done(translation)
    Dossier / Geschäft Scan topicDossierGeschaftScan			done(topic)	done(translation)
    Favoriten				topicWorxFavourite					done(topic)	done(translation)
    Aufgaben Validierung	topicWorxActivityValidation			done(topic)	done(translation)
    Aufgaben				topicWorxActivity					done(topic)	done(translation)
	
		
- Include the facades into the corresponding topic				DONE
",JUSTIT-1914,sebastian,0,4,,0,,,
JUSTIT-1967,Create a ox generic Release Branch for performance and integrate Logging changes,2019-10-17,8,gregorio,,,,,,,module-ox-generic,module-ox-generic,module-ox-generic,,New Feature,Closed,JUSTIT,,,JUSTIT-1967,,marcel,0,8,,0,,,
JUSTIT-1956,"New column in grid ""Beziehungen""",2019-10-17,2.5,manuel,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,Entity mapping,,neva,0,2.5,,0,,,
JUSTIT-1905,Changed attributes are gone on open a Fremdschriftgut,2019-10-17,2,sergio,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,Research,,stefan,0,2,,0,,,
JUSTIT-1923,View all documents together on a Aufgabe on the Module Home,2019-10-17,1,raul,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,"Analysing, skype calls",,stefan,0,1,,0,,,
JUSTIT-1959,Workflow menu is smaller at second level when scaling is activated,2019-10-17,2,ramon,,,,,,,client-app,client-app,client-app,,New Feature,Closed,JUSTIT,,,Dev,,tom,0,2,,0,,,
JUSTIT-1932,Server changes for search grouping,2019-10-16,1,marcial,,,,,,,module-search,module-search,module-search,,Sub-task,Closed,JUSTIT,,,Analyzing with Roberto the solution.,JUSTIT-1914,sebastian,0,1,,0,,,
JUSTIT-1923,View all documents together on a Aufgabe on the Module Home,2019-10-16,3,juanb,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,Dev,,stefan,0,3,,0,,,
JUSTIT-1905,Changed attributes are gone on open a Fremdschriftgut,2019-10-16,2,sergio,,,,,,,client-app,client-app,client-app,,Bug,Closed,JUSTIT,,,Analysis,,stefan,0,2,,0,,,
JUSTIT-1969,Deactivate Logging for Home-Searches (searchBySavedSearches),2019-10-16,2,isabel,,,,,,,module-search,module-search,module-search,,New Feature,Closed,JUSTIT,,,,,marcel,0,2,,0,,,
JUSTIT-1891,"Introduce the ""Digital File Importer""",2019-10-16,2,gregorio,,,,,,,1.0.2.0,interface-mfp,interface-mfp,1.0.2.0,Improvement,Ready for Test,JUSTIT,,,JUSTIT-1891,,stefan,0,2,,0,,,
JUSTIT-1967,Create a ox generic Release Branch for performance and integrate Logging changes,2019-10-16,4,gregorio,,,,,,,module-ox-generic,module-ox-generic,module-ox-generic,,New Feature,Closed,JUSTIT,,,JUSTIT-1967,,marcel,0,4,,0,,,
JUSTIT-1949,"Error in displaying Hint on Level 1 of dataobject ""Rayonauflage""",2019-10-16,6,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,michael,0,6,,0,,,
JUSTIT-1963,"Improve Activity ""Abschliessen""-command",2019-10-16,2,david,,,,,,,Unclear,,,Unclear,Improvement,Waiting,JUSTIT,,,Analysis,,simon,0,2,,0,,,
JUSTIT-1956,"New column in grid ""Beziehungen""",2019-10-16,1,isabel,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,,,neva,0,1,,0,,,
JUSTIT-1956,"New column in grid ""Beziehungen""",2019-10-16,1,sergio,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,Analysis,,neva,0,1,,0,,,
JUSTIT-1958,"Check for ""Zustelladresse"" after verification",2019-10-16,2.5,emmanuel,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,working on the task. testing.,,neva,0,2.5,,0,,,
JUSTIT-1949,"Error in displaying Hint on Level 1 of dataobject ""Rayonauflage""",2019-10-15,8,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,michael,0,8,,0,,,
JUSTIT-1949,"Error in displaying Hint on Level 1 of dataobject ""Rayonauflage""",2019-10-14,8,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,michael,0,8,,0,,,
JUSTIT-1939,Customize Client with new search parameters,2019-10-16,1,sergio,,,,,,,client-app,client-app,client-app,,Sub-task,Closed,JUSTIT,,,Calls about managment of jira tasks,JUSTIT-1900,andreas,0,1,,0.5,,,
JUSTIT-1939,Customize Client with new search parameters,2019-10-16,2.5,sergio,,,,,,,client-app,client-app,client-app,,Sub-task,Closed,JUSTIT,,,"Research, the new requirement seems to be impossible to implement in the same way as M2-AddressXLMask",JUSTIT-1900,andreas,0,2.5,,0.5,,,
JUSTIT-1964,Two or more addresses with AD_IS_SHIPPING_ADDRESS_JN = true,2019-10-16,4,emmanuel,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,working on the task. testing,,neva,0,4,,0,,,
JUSTIT-1964,Two or more addresses with AD_IS_SHIPPING_ADDRESS_JN = true,2019-10-15,3.5,emmanuel,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,working on the improvement.,,neva,0,3.5,,0,,,
JUSTIT-1867,Refactoring sort implementation Zone2/6,2019-10-16,3,david,,,,,,,Unclear,,,Unclear,Improvement,Ready for development,JUSTIT,,,"Some files (46)
",,simon,0,3,,5,,,
JUSTIT-1867,Refactoring sort implementation Zone2/6,2019-10-15,8,david,,,,,,,Unclear,,,Unclear,Improvement,Ready for development,JUSTIT,,,"Some files (46)
",,simon,0,8,,5,,,
JUSTIT-1867,Refactoring sort implementation Zone2/6,2019-10-14,8,david,,,,,,,Unclear,,,Unclear,Improvement,Ready for development,JUSTIT,,,"Some files (46)
",,simon,0,8,,5,,,
JUSTIT-1867,Refactoring sort implementation Zone2/6,2019-10-11,8,david,,,,,,,Unclear,,,Unclear,Improvement,Ready for development,JUSTIT,,,"Some files (46)
",,simon,0,8,,5,,,
JUSTIT-1952,Default value when creating a new M1/M2,2019-10-16,1.5,sergio,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,"Dev, test and commit
+ Skype call about other reopened tasks",,neva,0,1.5,,0,,,
JUSTIT-1952,Default value when creating a new M1/M2,2019-10-15,1.5,sergio,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,Dev and test,,neva,0,1.5,,0,,,
JUSTIT-1939,Customize Client with new search parameters,2019-10-15,1.5,sergio,,,,,,,client-app,client-app,client-app,,Sub-task,Closed,JUSTIT,,,Dev and test,JUSTIT-1900,andreas,0,1.5,,0.5,,,
JUSTIT-1891,"Introduce the ""Digital File Importer""",2019-10-15,2,gregorio,,,,,,,1.0.2.0,interface-mfp,interface-mfp,1.0.2.0,Improvement,Ready for Test,JUSTIT,,,JUSTIT-1891,,stefan,0,2,,0,,,
JUSTIT-1900,Enhance the search Partnerverwaltung,2019-10-15,6,gregorio,,,,,,,client-app,client-app,client-app;module-search,,Improvement,Closed,JUSTIT,,,JUSTIT-1900,,stefan,0,6,,0,,,
JUSTIT-1951,Change name space logging,2019-10-15,2,roberto,,,,,,,module-search,module-search,module-search,,Task,Closed,JUSTIT,,,"Change configuration of Web Services, so the name space and content is the same",,isabel,0,2,,0,,,
JUSTIT-1898,Button Abbrechen on Beteiligte Import,2019-10-14,3,sebastian,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,impl,,stefan,0,3,,0,,,
JUSTIT-1898,Button Abbrechen on Beteiligte Import,2019-10-15,4,sebastian,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,impl,,stefan,0,4,,0,,,
JUSTIT-1961,"Close all M2 ""Aktenablage""",2019-10-15,1,lorenzo,,,,,,,JUSTIT,,,,Task,Closed,JUSTIT,,,Changed script,,neva,0,1,,0,,,
JUSTIT-1957,Cursor is not visible if scaling is activated,2019-10-15,5,sergio,,,,,,,Unclear,client-app,client-app,Unclear,New Feature,Waiting,JUSTIT,,,"Research. WPF error. At the moment, no alternative. ",,tom,0,5,,0,,,
JUSTIT-890,Copy Address/Communication from one entity to the other,2019-10-15,3.5,emmanuel,,,,,,,JUSTIT,,,,New Feature,Closed,JUSTIT,,,working on the task. Testing.,,simon,0,3.5,,0,,,
JUSTIT-890,Copy Address/Communication from one entity to the other,2019-10-14,8,emmanuel,,,,,,,JUSTIT,,,,New Feature,Closed,JUSTIT,,,Analyzing and working on the feature. ,,simon,0,8,,0,,,
JUSTIT-1957,Cursor is not visible if scaling is activated,2019-10-14,2,sergio,,,,,,,Unclear,client-app,client-app,Unclear,New Feature,Waiting,JUSTIT,,,Research and management of others Mika task with my colleges,,tom,0,2,,0,,,
JUSTIT-1961,"Close all M2 ""Aktenablage""",2019-10-14,3,lorenzo,,,,,,,JUSTIT,,,,Task,Closed,JUSTIT,,,"Script, launch on dev and test environment",,neva,0,3,,0,,,
JUSTIT-1932,Server changes for search grouping,2019-10-14,3.5,roberto,,,,,,,module-search,module-search,module-search,,Sub-task,Closed,JUSTIT,,,"- script created for mika (oxGeneric scripts)
- let's see how the xsd is created. The new one needed with the new field
- Use the new xsd in search for mika
- Make the modules depend of the new library",JUSTIT-1914,sebastian,0,3.5,,0,,,
JUSTIT-1900,Enhance the search Partnerverwaltung,2019-10-14,8,gregorio,,,,,,,client-app,client-app,client-app;module-search,,Improvement,Closed,JUSTIT,,,JUSTIT-1900,,stefan,0,8,,0,,,
JUSTIT-1923,View all documents together on a Aufgabe on the Module Home,2019-10-11,5,juanb,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,"Dev, adapting Aktenpaket.",,stefan,0,5,,0,,,
JUSTIT-1892,Search validation,2019-10-10,2,sergio,,,,,,,JUSTIT,,,,New Feature,Closed,JUSTIT,,,"Dev, test and commit
Coordination and distribution of tasks with coworkers",,robert,0,2,,0,,,
JUSTIT-1926,Introduce the function Delete in the Modul Geschäft > Grid Akten > Übrersicht for Fremddokumente,2019-10-10,5,sergio,,,,,,,JUSTIT,,,,Improvement,Closed,JUSTIT,,,"Dev, test and commit",,stefan,0,5,,1,,,
JUSTIT-1949,"Error in displaying Hint on Level 1 of dataobject ""Rayonauflage""",2019-10-11,8,ramon,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Dev,,michael,0,8,,0,,,
JUSTIT-1957,Cursor is not visible if scaling is activated,2019-10-11,7,sergio,,,,,,,Unclear,client-app,client-app,Unclear,New Feature,Waiting,JUSTIT,,,"Research, seems to be a wpf error. Scale alternative is required.
(several server connections errors)",,tom,0,7,,0,,,
JUSTIT-890,Copy Address/Communication from one entity to the other,2019-10-11,0.5,sergio,,,,,,,JUSTIT,,,,New Feature,Closed,JUSTIT,,,Analysis,,simon,0,0.5,,0,,,
JUSTIT-1914,Introduce the Grouping feature in the Search Module,2019-10-8,2.5,emmanuel,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,analyzing the improvements. ,,stefan,0,2.5,,0,,,
JUSTIT-1936,Re-design the shortcuts and commands implementation.,2019-10-8,2,emmanuel,,,,,,,client-scan,client-scan,client-scan,,Improvement,Closed,JUSTIT,,,working on the task.,,emmanuel,0,2,,0,,,
JUSTIT-1932,Server changes for search grouping,2019-10-11,4,roberto,,,,,,,module-search,module-search,module-search,,Sub-task,Closed,JUSTIT,,,"- modify SearchFacade.java. DONE
- pass the tests. Sth will break. DONE
- Maybe we have to modify the topic.xml used as example
	Errors happen: 'isCollapsedDefault' is not allowed to appear in element 'topic'. DONE
- Crate alter script for SEARCH. DONE
",JUSTIT-1914,sebastian,0,4,,0,,,
JUSTIT-1939,Customize Client with new search parameters,2019-10-11,0.5,sergio,,,,,,,client-app,client-app,client-app,,Sub-task,Closed,JUSTIT,,,"Analysis, waiting for server task",JUSTIT-1900,andreas,0,0.5,,0.5,,,
JUSTIT-1950,Crash after deleting (Verfahren)  top workflow element,2019-10-10,8,emmanuel,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,dev. testing.,,michael,0,8,,0,,,
JUSTIT-1950,Crash after deleting (Verfahren)  top workflow element,2019-10-9,6.5,emmanuel,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,working on issue.,,michael,0,6.5,,0,,,
JUSTIT-1923,View all documents together on a Aufgabe on the Module Home,2019-10-10,8,juanb,,,,,,,client-app,client-app,client-app,,Improvement,Closed,JUSTIT,,,"Implementation, skype calls",,stefan,0,8,,0,,,
JUSTIT-1891,"Introduce the ""Digital File Importer""",2019-10-10,5,gregorio,,,,,,,1.0.2.0,interface-mfp,interface-mfp,1.0.2.0,Improvement,Ready for Test,JUSTIT,,,JUSTIT-1891,,stefan,0,5,,0,,,
JUSTIT-1950,Crash after deleting (Verfahren)  top workflow element,2019-10-10,2,raul,,,,,,,JUSTIT,,,,Bug,Closed,JUSTIT,,,Analysing,,michael,0,2,,0,,,
